Reflection ID,Reflection,Score 1 (WHAT),Score 2 (WHY),Score 3 (HOW),Overall Score
IMI-48b,"Today we covered smoking cessation as a pharmacy QI target. The 5 A's framework guides counseling: Ask, Advise, Assess, Assist, Arrange. Some states authorize pharmacist prescribing of cessation aids under standing orders or collaborative practice agreements. Brief pharmacist counseling has measurable quit-rate impact. I'll do cessation counseling routinely on retail rotation.",2,1,1,4
IMI-48c,Pharmacists can help patients quit smoking. There's a 5 A's framework.,1,0,0,1
IMI-49a,"Today's class examined how CMS value-based payment programs create financial incentives for the QI work pharmacists do, and how fluency in payment-program vocabulary is increasingly part of pharmacy career advancement. I learned the major programs: the Hospital Readmissions Reduction Program (HRRP) that penalizes hospitals for excess readmissions in defined conditions, the Hospital-Acquired Conditions Reduction Program (HACRP) that penalizes high HAC rates, the Merit-based Incentive Payment System (MIPS) for clinician reimbursement, and the Pharmacy Quality Alliance (PQA) measures used in Medicare Part D Star Ratings that determine pharmacy plan reimbursement. The class walked through how VBP-aligned interventions translate clinical pharmacy value into ROI that gets services funded — a transitions-of-care pharmacist who reduces readmissions saves the institution substantially more than the position costs, and articulating that ROI is what builds a credible business case in management meetings. The skills required to make this case are different from purely clinical skills and are not always taught explicitly in pharmacy curricula.

What this was important for is recognizing that pharmacy career trajectory increasingly requires fluency in payment models, not just clinical knowledge. The personal piece is committing to learn this vocabulary even though it's outside the typical pharmacy curriculum, since pharmacists who can speak both clinically and financially are the ones who get clinical pharmacy positions funded and who advance into senior roles.

Going forward, I will apply this by: (1) reading CMS VBP program summaries — HRRP, HACRP, MIPS, and Star Ratings — so I understand the financial incentives shaping institutional priorities; (2) asking institutional preceptors how their roles connect to VBP and which programs influence their day-to-day work; and (3) building a vocabulary of payment-program acronyms and core concepts I can use credibly in management conversations.",2,2,2,6
IMI-49b,"Today we covered value-based payment programs and how they fund pharmacy services. HRRP, HACRP, MIPS, and Star Ratings each create incentives for QI work. Pharmacists who can articulate ROI in payment-program terms get clinical positions funded. I'll learn the payment vocabulary and ask preceptors how their roles connect to VBP.",1,1,1,3
IMI-49c,Payment programs affect pharmacy. CMS measures things.,1,0,0,1
IMI-50a,"Today's session focused on patient safety dashboards as a structural QI tool that converts data into management action. I learned that effective dashboards include leading indicators (process measures and near-miss reports that signal upcoming risk), lagging indicators (sentinel events, harm rates that reflect realized harm), trended over time with control limits that distinguish signal from noise, segmented by unit so the right team owns the right metric, and tied to specific accountable owners so accountability is operational rather than diffuse. Dashboards that hide bad data, omit balancing measures, or show too many metrics fail at their purpose because they either obscure the safety reality or overwhelm the user. We discussed the design choices that distinguish effective dashboards from ineffective ones: appropriate level of detail for the audience (executives need different dashboards than unit managers), explicit thresholds that trigger response, and integration into the management rhythm rather than passive reporting.

What this was important for is recognizing that the dashboard's design is itself the QI message — what the dashboard chooses to display, how it displays it, and what it omits all shape what gets attention. Dashboards shape behavior at scale because they shape attention at scale. The personal piece is appreciating dashboard design as a clinical-leadership skill I'll need, and one that combines clinical judgment with data literacy and communication design.

Going forward, I will apply this by: (1) reviewing the institution's safety dashboard if accessible during rotations, with specific attention to the design choices and their implications; (2) studying its design choices critically rather than only reading the data, since the design tells you what the institution thinks matters; and (3) drafting an example dashboard for one workflow as a learning exercise, including the leading and lagging indicators I would track and the thresholds I would set.",2,2,2,6
IMI-50b,"Today's class covered patient safety dashboards. Good dashboards include leading and lagging indicators, are trended with control limits, segmented by unit, and tied to accountable owners. Bad dashboards hide data, omit balancing measures, or show too much. The design itself is the QI message. I'll think about dashboard design and review the institution's dashboard on rotation.",2,0,1,3
IMI-50c,Dashboards show safety data. They have indicators.,1,0,0,1
IMI-51a,"Today's class explored Health Information Exchange (HIE) as a QI infrastructure topic that increasingly limits what improvement projects are feasible. I learned that interoperable patient data — flowing across hospitals, pharmacies, and outpatient practices — enables QI projects that purely intra-institutional data cannot support, especially around transitions of care, medication reconciliation across settings, and population health management for chronic disease. The Office of the National Coordinator for Health Information Technology (ONC) interoperability standards, including FHIR APIs (Fast Healthcare Interoperability Resources) and the United States Core Data for Interoperability (USCDI), are the technical foundation for cross-system data exchange. We discussed how the 21st Century Cures Act information-blocking provisions create a regulatory floor for data sharing that institutions and EHR vendors must meet, and how that regulatory environment is reshaping what cross-organizational QI projects are technically feasible.

What this was important for is recognizing that QI projects are increasingly limited by data infrastructure rather than by intervention design — the bottleneck for many cross-setting improvements is the data flow, not the clinical idea. The personal piece is interest in pharmacy informatics roles where this infrastructure is built and maintained, and recognizing that pharmacy informatics is one of the fastest-growing pharmacy specialties.

Going forward, I will apply this by: (1) learning what HIE my future state participates in and what data flows through it; (2) understanding the FHIR API basics at a conceptual level so I can engage informatics conversations credibly; and (3) considering pharmacy informatics tracks for residency, since the field is short on pharmacists with both clinical and technical depth.",2,2,2,6
IMI-51b,Today we covered HIE and QI. Interoperability through FHIR APIs and USCDI standards enables cross-setting QI projects. The 21st Century Cures Act information-blocking provisions create a regulatory floor for data sharing. I'll learn about HIE in my future state and consider pharmacy informatics for residency.,2,1,0,3
IMI-51c,HIE shares data between organizations. It helps QI projects.,1,0,0,1
IMI-52a,"Today's class focused on CMS quality reporting frameworks and especially the Pharmacy Quality Alliance (PQA) measures used in Medicare Part D Star Ratings. I learned that PQA measures including proportion of days covered (PDC) for chronic medications like statins, ARBs, and oral diabetes medications, statin use in persons with diabetes (SUPD), high-risk medication use in older adults (HRM), and several others directly determine pharmacy plan ratings, which in turn determine plan enrollment, member retention, and pharmacy reimbursement under Star-Ratings-tied performance contracts. The PQA measures are essentially a QI scorecard for community pharmacy, even though many community pharmacists do not consciously frame their work in PQA terms. We also discussed the broader CMS quality reporting infrastructure including Hospital Compare, the SEP-1 measure for sepsis, MIPS for outpatient clinicians, and the relationships between these programs.

What this was important for is recognizing that the metrics community pharmacists operate against are largely PQA measures, whether the pharmacist names them or not. Performance review, bonus structures, and management priorities at most chain pharmacies are PQA-driven, and pharmacists who understand the measures can engage management conversations more credibly than those who don't. The personal piece is making PQA fluency part of my early-career skill set rather than learning it after I am already operating against the measures.

Going forward, I will apply this by: (1) memorizing the major PQA measures relevant to community pharmacy and the calculation methodology for each; (2) tracking my chain's Star Ratings and understanding how my individual work contributes; and (3) framing my MTM and counseling work in PQA terms so I am operating with intention rather than accidentally.",2,2,2,6
IMI-52b,"Today's session covered CMS reporting and PQA measures that drive Star Ratings. PDC for chronic medications, SUPD, and HRM are core measures. Star Ratings determine plan reimbursement. Community pharmacy operates against these measures whether or not pharmacists name them. I'll learn PQA and track my chain's ratings.",1,2,1,4
IMI-52c,CMS has quality measures. Pharmacies are rated on them.,1,0,0,1
IMI-53a,"Today's class examined pediatric asthma as a QI target with multi-setting pharmacy involvement spanning outpatient, retail, and emergency-department settings. I learned that effective QI projects in pediatric asthma combine controller adherence interventions (refill-based monitoring, medication therapy management visits, automated reminders), inhaler technique training (which is poor in published audits — most patients use their inhaler incorrectly even after multiple counseling encounters), pharmacist-developed asthma action plans that translate the prescriber's plan into patient-actionable language, and post-discharge follow-up after ED visits. The IHI framework adapted to pediatric asthma typically uses controller-to-rescuer ratio as a process measure (since over-reliance on rescue medication signals poor control), ED visit rate or hospitalization rate as outcome measures, and patient-reported asthma control instruments like the Asthma Control Test (ACT) for symptom-based outcomes. We reviewed published QI projects that improved pediatric asthma outcomes through pharmacist-led interventions and the role of GINA (Global Initiative for Asthma) guidelines as the clinical foundation.

What this was important for is recognizing pediatric asthma as a chronic-disease QI exemplar that I'll encounter in nearly any community or ambulatory setting. The personal piece is interest in pediatric pharmacy work, including the inhaler-technique counseling that is deceptively important and is one of the cleanest opportunities for measurable patient-impact work in retail pharmacy.

Going forward, I will apply this by: (1) reading the GINA pediatric asthma guidelines and the ACT instrument; (2) practicing inhaler-technique counseling with a placebo device on rotation, including teach-back; and (3) considering a pediatric-focused early career role.",2,2,2,6
IMI-53b,"Today we covered pediatric asthma QI. Controller adherence, inhaler technique, asthma action plans, and post-ED follow-up are key intervention areas. The controller-to-rescuer ratio is a process measure. ED visits and hospitalizations are outcomes. ACT is a patient-reported instrument. I'll work on inhaler-technique counseling and read GINA guidelines.",2,1,1,4
IMI-53c,Asthma in kids needs management. Pharmacists help with inhalers.,1,0,0,1
IMI-54a,"Today's class focused on heart failure guideline-directed medical therapy (GDMT) optimization as one of the most evidence-rich pharmacy QI areas in cardiovascular medicine. I learned that the four pillars of GDMT for heart failure with reduced ejection fraction (HFrEF) are an angiotensin receptor-neprilysin inhibitor (ARNI), or ACE inhibitor or ARB if ARNI is not tolerated; an evidence-based beta-blocker (carvedilol, metoprolol succinate, or bisoprolol); a mineralocorticoid receptor antagonist (spironolactone or eplerenone); and an SGLT2 inhibitor. These four classes are widely under-titrated in real-world practice — published audits show that fewer than 20% of HFrEF patients are at target doses across all four classes, even though each class has independent mortality benefit and the combination is far more effective than partial regimens. Pharmacist-led titration clinics have published evidence of dramatic improvements in target-dose attainment, with corresponding reductions in heart-failure hospitalizations and mortality. We discussed the operational structure of these clinics — typically a collaborative practice agreement with cardiology that gives the pharmacist titration authority within defined parameters — and the workflow elements (laboratory monitoring, blood pressure assessment, symptom assessment) that distinguish pharmacist-managed titration from prescriber-managed titration.

What this was important for is recognizing heart failure GDMT as a near-perfect application of pharmacist clinical work — high-evidence, gap-rich, amenable to protocol-driven titration, and producing measurable mortality benefit. The personal piece is interest in heart failure clinical work as a possible career direction, since the practice combines clinical depth with measurable patient-level impact in a way that few other ambulatory practices match.

Going forward, I will apply this by: (1) reading the AHA/ACC HF guidelines and the most recent ESC heart failure guidelines for comparison; (2) shadowing a heart failure clinic if rotation permits; and (3) considering ambulatory heart failure roles for early career.",2,2,2,6
IMI-54b,"Today's class covered HF GDMT optimization. The four pillars are ARNI/ACEI/ARB, beta-blocker, MRA, and SGLT2 inhibitor. Most patients are under-titrated despite each class having mortality benefit. Pharmacist-led titration clinics improve target-dose attainment and reduce hospitalizations. I'll read AHA/ACC guidelines and consider ambulatory HF roles.",2,1,1,4
IMI-54c,Heart failure has guidelines for medications. Pharmacists help with titration.,1,0,0,1
IMI-55a,"Today's session focused on statin underutilization in eligible cardiovascular and diabetic patients as a community pharmacy QI target with direct connection to PQA Star Ratings. I learned that the PQA Statin Use in Persons with Diabetes (SUPD) measure tracks the proportion of patients aged 40-75 with diabetes who are on a statin, and the Statin Therapy for Patients with Cardiovascular Disease (SPC) measure tracks statin use in patients with established ASCVD. Both measures are part of Medicare Part D Star Ratings, and gaps in attainment have direct financial implications for pharmacy plans and indirect implications for individual pharmacy contracts. Pharmacist outreach to identify and recommend statin initiation in eligible-but-untreated patients has measurable impact on attainment of these measures, and the intervention is well within community pharmacy scope: identify eligibility from refill records, recommend appropriate statin to the prescriber, and counsel the patient on initiation.

What this was important for is recognizing statin underuse as a population-health gap I can address from a community pharmacy desk, with direct connection to a measurable quality metric. The personal piece is committing to identify and act on these gaps rather than waiting for prescribers, since pharmacist initiative is exactly what closes the gap that prescriber-initiated workflow has failed to close.

Going forward, I will apply this by: (1) learning the PQA SUPD and SPC criteria in detail, including the inclusion and exclusion rules; (2) tracking statin use among my rotation's diabetic patients during retail rotation as a learning exercise; and (3) making one statin recommendation per shift to a prescriber when criteria are met, treating the recommendation as an expected clinical contribution rather than overstepping.",2,2,2,6
IMI-55b,Today's class covered statin underuse. PQA SUPD measures statin use in diabetes and SPC measures statin use in ASCVD. Both are Star Ratings measures with financial implications. Pharmacist outreach to recommend statin initiation closes the gap. I'll work on identifying eligible-untreated patients on rotation.,2,1,1,4
IMI-55c,Statins prevent cardiovascular disease. Many patients should be on them but aren't.,1,0,0,1
IMI-56a,"Today's final IMI session focused on health equity as an explicit QI target — the discipline of stratifying every project's outcome data by race, ethnicity, language, socioeconomic status, and other equity-relevant variables to expose disparities that aggregate data hides. I learned that IHI's Pursuing Equity initiative requires QI teams to set equity-specific aim statements (not just overall improvement aims) and balancing measures that explicitly track whether the intervention is closing or widening disparities. Without stratification, an improvement project can produce overall mean improvement that masks widening inequity — the average goes up because well-served patients improve, while poorly-served patients see no change or worsen. We reviewed several published cases where adherence rates rose for English-speaking patients while remaining flat for Spanish-speaking patients, and where the disparity was invisible until the team disaggregated the data. The class emphasized that equity in QI is not a separate exercise from clinical improvement; it is a frame applied to clinical improvement to ensure that the work is benefiting the populations who most need it.

What this was important for is recognizing that QI without equity stratification can produce average improvement that hides inequitable outcomes. The personal piece is committing to stratify routinely, not as an afterthought added at the end of a project but as a design choice from the start. This is one of the cleanest applications of structural-justice thinking to clinical practice — the structural choice (to stratify) determines whether the equity work actually happens.

Going forward, I will apply this by: (1) reading the IHI Pursuing Equity primer and at least one case study; (2) including equity stratification in any QI proposal I draft; and (3) raising equity stratification as a question if it's missing in projects I review, since the question itself is the lowest-cost way to introduce the discipline.",2,2,2,6
IMI-56b,"Today's class covered health equity as a QI target. IHI Pursuing Equity stratifies outcomes by race, language, and socioeconomic status to expose disparities that aggregate data hides. Without stratification, average improvement can mask widening inequity. I'll include equity stratification in any QI projects I work on.",2,2,0,4
IMI-56c,Equity matters in QI. I'll think about it in projects.,1,0,0,1
IPS-37a,"Today's class focused on patient handoffs as a primary patient safety vulnerability across every clinical setting. I learned that the typical inpatient passes through 8 to 15 handoffs per admission — between shifts, between care teams (medical, surgical, ICU, ED), between physical units (medical floor to ICU and back), and at discharge — and that information loss at handoffs is implicated in a substantial portion of preventable adverse events. Standardized handoff tools have published evidence of reducing adverse events when implemented with fidelity: I-PASS (Illness severity, Patient summary, Action list, Situation awareness and contingency plans, Synthesis by receiver) for inpatient resident-to-resident handoffs, SBAR (Situation, Background, Assessment, Recommendation) for situational handoffs, and structured nursing change-of-shift sheets for nursing transitions. The Joint Commission has identified handoffs as a sentinel-event-related communication failure category in over 80% of root cause analyses, which makes handoff design one of the highest-leverage safety interventions available. We discussed how pharmacist-to-pharmacist handoffs at shift change are typically less structured than physician handoffs, and how that gap is one of the under-recognized contributors to medication errors at care transitions.

What this clarified for me is that handoff design is a primary patient safety control, not a soft skill or a courtesy. The personal piece is recognizing that the handoff I give as a junior pharmacist sets the standard others will see — if I model structured handoffs from the start of my career, I am contributing to safety culture even before I have any formal authority to shape it.

Going forward, I will apply this by: (1) using a structured handoff template at every shift transition during my rotations, even when the receiving pharmacist would accept a less structured handoff; (2) practicing I-PASS with my preceptor in low-stakes contexts so the discipline becomes natural before I am responsible for it independently; and (3) treating handoff feedback as professional development rather than personal critique, since handoff competence is a skill that grows with deliberate practice.",2,2,2,6
IPS-37b,"Today's class covered patient handoffs as a safety vulnerability. The typical inpatient has 8-15 handoffs per admission and information loss at handoffs contributes to a substantial portion of preventable adverse events. I-PASS, SBAR, and structured nursing change-of-shift sheets reduce errors when used with fidelity. The Joint Commission identifies handoff communication failures in over 80% of sentinel-event RCAs. I'll use structured handoffs at every transition during rotations.",2,1,1,4
IPS-37c,Handoffs can lose information between shifts and teams. This causes errors. I'll use structured tools.,1,0,0,1
IPS-38a,"This session focused on bedside multidisciplinary rounds as a structural patient safety practice. I learned that including the patient and family in rounds, when they wish to be included, increases medication-list accuracy, surfaces unspoken concerns and questions, and reduces post-discharge medication errors. Pharmacist participation in rounds is among the highest-yield clinical pharmacy activities in inpatient practice and is documented in multiple studies as reducing prescribing errors, ADEs, and length of stay. The mechanism is not mysterious — pharmacists in rounds catch dosing errors, suggest therapeutic alternatives, identify drug interactions, and clarify patient questions in real time, with the entire team present so the recommendations and decisions are heard by everyone who will execute them. We also discussed why pharmacist rounds participation is uneven across institutions: staffing limitations, traditional role boundaries, and prescriber receptivity all play roles. The institutions where pharmacists round consistently are typically those where pharmacy leadership invested in the practice deliberately rather than waiting for prescribers to invite participation.

What this was important for is recognizing rounds participation as a safety control with named outcomes, not as a credentialing exercise or a status symbol. The personal piece is committing to substantive rounds participation rather than passive observation when I have the opportunity, since the value of the practice depends entirely on whether the pharmacist is contributing or just present.

Going forward, I will apply this by: (1) attending rounds at every inpatient rotation where the team permits, including specifically asking to round on services where pharmacists don't traditionally round; (2) preparing one specific clinical recommendation per patient before rounds, so my contribution is grounded in chart review rather than improvised; and (3) practicing concise, evidence-based contributions when called on — the typical effective rounds contribution is 30 seconds with a clear recommendation, not a lecture.",2,2,2,6
IPS-38b,"Today's class covered bedside rounds. Patient and family participation increases medication-list accuracy and reduces post-discharge errors. Pharmacist participation reduces prescribing errors, ADEs, and length of stay. I'll attend rounds at every inpatient rotation and prepare clinical recommendations beforehand.",2,1,1,4
IPS-38c,Rounds at the bedside help with safety and patient communication.,1,0,0,1
IPS-39a,"Today's class focused on emergency department safety challenges — a uniquely high-acuity, high-interruption environment with weight-based dosing required for every pediatric patient regardless of verified weight, verbal orders during resuscitation that bypass standard prescribing safeguards, and diagnostic uncertainty that requires medication decisions before the diagnostic picture is complete. I learned that ED-specific medication safety controls include weight-in-kilograms-only practice (banning pound-based weights from pediatric workflow because conversion errors have caused harm), smart pump templates pre-configured for ED bolus drugs (so the rate and concentration are constrained at the pump level), pharmacist-in-ED programs that place a clinical pharmacist physically in the department during peak hours, and structured signout to admitting teams when patients are admitted from the ED. We also discussed the published evidence on ED clinical pharmacy programs — measurable reductions in medication errors, faster antibiotic-time-to-administration in sepsis, and improved adherence to ED-specific protocols when pharmacists are embedded.

What this was important for is recognizing ED pharmacy as a distinct discipline requiring different reflexes than inpatient or outpatient pharmacy. The pace, the verbal-order culture, the need to make medication decisions with incomplete information — these are not deficits to be corrected by importing inpatient norms but features of the practice that ED pharmacists learn to navigate. The personal piece is interest in ED pharmacy as a possible early-career role, since the work is fast-paced, high-impact, and increasingly recognized as a distinct specialty.

Going forward, I will apply this by: (1) requesting an ED pharmacy rotation if my program permits; (2) reading the ASHP statement on emergency medicine pharmacist services and the published evidence on ED pharmacy outcomes; and (3) practicing rapid-response medication math in low-stakes settings so the calculations are automatic rather than effortful when speed matters.",2,2,2,6
IPS-39b,"Today's class covered ED safety challenges. High acuity, frequent interruptions, weight-based dosing, verbal orders, and diagnostic uncertainty create unique risks. ED-specific controls include weight-in-kg-only practice, pre-configured smart pump templates, pharmacist-in-ED programs, and structured admission signout. I'll request an ED rotation and read the ASHP emergency medicine statement.",2,1,1,4
IPS-39c,EDs are busy and chaotic. Errors happen. ED pharmacists help.,1,1,0,2
IPS-40a,"This session focused on intensive care safety — patients on multiple high-alert medications simultaneously, high alarm density that contributes to alarm fatigue, frequent interruptions during medication preparation and administration, and exceptionally low margins for error given the underlying severity of illness. I learned that ICU patients receive on average 1.7 medications per hour, that the medication mix typically includes multiple infusions plus scheduled and PRN doses, and that ICU pharmacist consultation has measurable mortality benefit in randomized data. The canonical ICU safety controls include standardized concentration drips dispensed by central pharmacy rather than mixed at the bedside, smart pump libraries with ICU-specific limits and concentrations, daily multidisciplinary rounds with pharmacist participation, protocol-driven sedation and analgesia (so the titration follows institutional protocol rather than clinician preference), and structured medication reconciliation at every transfer in or out of the unit. We also discussed the differences between medical, surgical, neurological, and cardiac ICUs, and why some ICU types have particularly dense pharmacy involvement.

What this was important for is appreciating ICU pharmacy as a high-leverage clinical discipline with substantial published evidence behind pharmacist involvement. The personal piece is interest in critical care residency tracks, since the work combines pharmacology depth, real-time clinical decision-making, and direct patient impact in a way that is professionally rewarding.

Going forward, I will apply this by: (1) requesting a critical care rotation during my advanced experiential year; (2) reading the ASHP critical care pharmacy practice statement and the major published evidence on ICU pharmacist outcomes; and (3) studying ICU-specific drip protocols (vasopressors, sedation, paralytics, anticoagulation) so the foundational pharmacology is solid before the rotation begins.",2,2,2,6
IPS-40b,"Today's class covered ICU safety. Multiple HAMs, alarm density, interruptions, and acuity create high risk. ICU pharmacist consultation has measurable mortality benefit. Standardized concentrations, smart pump libraries, multidisciplinary rounds, and protocol-driven sedation are core controls. I'll request a critical care rotation and study ICU drip protocols.",2,1,1,4
IPS-40c,ICUs are high-risk environments. Pharmacists help with medication safety there.,1,0,0,1
IPS-41a,"Today's class focused on perioperative medication safety — a HAM-dense environment with anesthesia agents, paralytics, vasopressors, antibiotics, and antiemetics all administered in close succession during surgery. I learned that the OR has historically been a 'closed' environment where pharmacist presence was limited to the central pharmacy supplying the OR rather than embedded in the OR itself. ASHP and AHRQ have advocated for expanded OR pharmacy roles, and several institutions now embed pharmacists in surgical services with measurable outcomes around antibiotic prophylaxis timing (which directly affects surgical site infection rates), drug shortage management for OR-specific products, controlled substance reconciliation (since the OR is a high-volume controlled substance environment with structurally complex documentation requirements), and intraoperative medication consultation. The class also walked through the OR-specific medication safety controls — anesthesia drug labeling standards, syringe color-coding by drug class, the perioperative time-out as a medication-verification moment, and structured handoff to PACU at case end.

What this was important for is recognizing OR pharmacy as a developing discipline with safety-driven justification rather than as a role retrofitted into a traditionally non-pharmacy space. The personal piece is curiosity about working in this environment, where the pharmacist's role is being actively defined and where there is professional space to shape the role rather than inherit it.

Going forward, I will apply this by: (1) shadowing an OR pharmacist on rotation if available; (2) reading published OR pharmacy case studies and the ASHP OR pharmacy guidelines; and (3) considering OR pharmacy as a niche specialization, since the field is small but growing and entry-level positions are increasingly available.",2,2,2,6
IPS-41b,"Today we covered OR pharmacy. Pharmacists embedded in surgical services improve antibiotic prophylaxis timing, drug shortage management, and controlled substance reconciliation. ASHP has published guidelines for OR pharmacy practice. I'll explore this niche on rotation.",2,1,0,3
IPS-41c,OR pharmacy is an emerging specialty. Pharmacists work in surgery.,1,0,0,1
IPS-42a,"This session focused on neonatal intensive care safety — patients with extreme weight-based dosing requirements (some neonates are under one kilogram), immature drug metabolism that requires age-specific pharmacokinetic considerations, and rapid clinical change requiring frequent dose adjustments. I learned that NICU medication errors are concentrated in concentration confusion (dilutions that are correct for adult patients are often dangerous for neonates), miscalculated weight-based doses (where a small math error becomes a 10-fold dosing error), and decimal-point misplacement in orders or compounding. NICU-specific controls include standardized concentrations dispensed only in pediatric-appropriate strengths, computerized dose calculation that constrains prescribing to age-and-weight-validated ranges, mandatory pharmacist verification of all NICU orders, and patient-specific dispensing with no floor stock for HAMs. We also discussed the cross-disciplinary safety culture in NICU settings, which is typically among the strongest in any hospital because the consequences of error are visible and irreversible.

What this was important for is appreciating that NICU pharmacy is the most exacting weight-based-dosing environment in healthcare. The personal piece is awareness that this work requires both clinical depth and personal disposition — meticulous attention, comfort with high stakes, and the ability to function calmly when the patient population is at extremes of vulnerability.

Going forward, I will apply this by: (1) requesting a NICU shadowing experience even if a full rotation isn't available; (2) practicing pediatric and neonatal dose math regularly during my training; and (3) considering pediatric residency tracks and BPS Pediatric Pharmacy specialization as possible career directions.",2,2,2,6
IPS-42b,"Today's class covered NICU safety. Extreme weight-based dosing, immature drug metabolism, and decimal-point errors are core risks. Standardized concentrations, computerized dose calculation, mandatory pharmacist verification, and patient-specific dispensing are core controls. I'll request a NICU shadowing experience and practice pediatric dose math.",1,2,1,4
IPS-42c,NICU is for premature and sick babies. Doses are weight-based and small errors are dangerous.,1,0,0,1
IPS-43a,"Today's class focused on patient safety in psychiatric settings — including overdose risk with controlled substances, drug-drug interactions in polypharmacy psychiatric regimens, clozapine ANC monitoring requirements, lithium toxicity at narrow therapeutic windows, and the behavioral safety considerations specific to psychiatric inpatient units. I learned that psychiatric medication safety has its own canon of controls: REMS-like clozapine programs that require ANC monitoring at defined intervals before dispensing can occur, lithium therapeutic drug monitoring with documented level review at every refill, restrictions on prescriber-dispensed medication samples in psychiatric practice, and structured discharge planning when patients have suicidal ideation history (since the discharge moment is one of the highest-risk periods). We also discussed the operational reality that psychiatric pharmacy is structurally different from general medical pharmacy — the emphasis on long-term medication management, the integration with mental health legal frameworks (involuntary commitment, court-ordered treatment), and the chronic-disease orientation of much psychiatric pharmacy work.

What this was important for is recognizing psychiatric pharmacy as having distinct safety considerations that don't reduce to generic medication safety principles. The personal piece is openness to psychiatric pharmacy as a potential focus area, since the field combines clinical complexity with measurable patient impact and is currently under-staffed relative to need.

Going forward, I will apply this by: (1) reviewing clozapine REMS in detail before any psychiatric rotation; (2) shadowing a psychiatric clinical pharmacist if my program offers the rotation; and (3) reading the BPS Psychiatric Pharmacy specialty content as a way of evaluating whether the field interests me as a career direction.",2,2,2,6
IPS-43b,"Today we covered psychiatric pharmacy safety. Clozapine ANC monitoring, lithium therapeutic drug monitoring, and structured discharge planning are core controls. The field has its own canon distinct from general medical pharmacy. I'll review clozapine REMS and consider psychiatric pharmacy as a focus.",1,2,0,3
IPS-43c,Psychiatric drugs need careful monitoring. Clozapine and lithium have specific protocols.,1,0,0,1
IPS-44a,"Today's class focused on long-term care medication safety as a substantial pharmacy practice setting often invisible in pharmacy school curricula. I learned that nursing home residents are typically on 8 to 12 chronic medications, that consultant pharmacist medication reviews are federally required and structurally distinct from acute-care pharmacy, that the Beers Criteria and STOPP/START frameworks specifically flag medications that should be avoided or modified in older adults, and that the CMS Five-Star Quality Rating program for nursing homes includes pharmacy-related metrics that influence facility reimbursement and reputation. Consultant pharmacist services are reimbursed under specific Medicare and Medicaid pathways, and the role typically includes monthly medication regimen review, antipsychotic monitoring (since CMS has specifically targeted reduction of inappropriate antipsychotic use in nursing homes), polypharmacy review, and quarterly reporting to facility leadership. We also discussed the workforce and training pathways for long-term care pharmacy, including the BPS Geriatric Pharmacy specialty.

What this was important for is recognizing long-term care as a substantial clinical pharmacy practice setting with distinct safety considerations and a different rhythm from acute-care pharmacy. The personal piece is interest in this often-overlooked career path, since the field combines clinical depth with measurable population impact and offers schedule flexibility that acute-care pharmacy often does not.

Going forward, I will apply this by: (1) reading the AGS Beers Criteria thoroughly; (2) shadowing a consultant pharmacist if the experience is available; and (3) considering long-term care or geriatric pharmacy residency tracks.",2,2,2,6
IPS-44b,"Today's class covered long-term care pharmacy. Consultant pharmacist reviews are federally required and include monthly medication regimen review, antipsychotic monitoring, and polypharmacy review. The Beers Criteria and STOPP/START guide the work. CMS Five-Star Ratings include pharmacy metrics. I'll learn this area and consider it as a career path.",2,1,1,4
IPS-44c,Nursing homes have consultant pharmacists. They review medications.,1,0,0,1
IPS-45a,"This session focused on home healthcare medication safety — including patients self-administering complex regimens after hospital discharge, home infusion services for IV antibiotics and chemotherapy, and the safety challenges of managing high-alert medications outside clinical supervision. I learned that home infusion pharmacy is its own discipline with NHIA (National Home Infusion Association) accreditation standards covering compounding workflows, training requirements for clinical staff, patient education materials, and emergency-response protocols. Home medication errors cluster around insulin self-administration (especially for newly initiated patients adjusting to dose-titration), anticoagulants (where the consequence of a missed or doubled dose is severe), and complex multi-drug regimens for chronic conditions (where polypharmacy increases the probability of skipped or duplicated doses). The class also covered the role of pharmacist-led home medication review programs in identifying and resolving regimen problems before they become harm events.

What this was important for is recognizing home healthcare as a growing pharmacy practice setting with substantial safety stakes that are systematically different from inpatient and traditional retail. The personal piece is interest in this expanding field, particularly home infusion pharmacy, which combines clinical depth with patient-relationship continuity in a way that other settings struggle to match.

Going forward, I will apply this by: (1) shadowing a home infusion pharmacy if available; (2) reading NHIA accreditation standards; and (3) considering home infusion as a possible practice area for early career.",2,2,2,6
IPS-45b,"Today's class covered home healthcare safety. Home infusion has NHIA accreditation standards. Common errors involve insulin self-administration, anticoagulants, and complex polypharmacy. Pharmacist-led home medication review reduces errors. I'll explore home infusion as a possible practice area.",2,1,1,4
IPS-45c,Home healthcare has pharmacy services. There are safety risks at home.,1,0,0,1
