reflection_id,reflection_text,what_score,why_score,how_score,overall_score,topic
R122,"Today's class covered TDM comprehensively, including pharmacokinetic principles, drug-specific monitoring targets, sampling timing, and interpretation. We reviewed ASHP guidelines for vancomycin and cases involving lithium toxicity and phenytoin level misinterpretation. TDM is an important clinical pharmacist competency with direct patient safety implications. I will review TDM drug-specific targets before my clinical rotation and practice interpreting levels with cases.",2,1,0,3,Therapeutic Drug Monitoring
R123,"We discussed therapeutic drug monitoring in class, reviewing the main drug categories, monitoring targets, and how to interpret results. TDM is important for ensuring that patients receive doses that are both effective and safe. I will practice pharmacokinetic calculations and ask to be involved in TDM consultations during my rotations.",1,1,1,3,Therapeutic Drug Monitoring
R124,Class today was about monitoring blood drug levels for safety. I will ask to participate in TDM consultations at my clinical rotation and practice using the relevant pharmacokinetic tools.,0,0,1,1,Therapeutic Drug Monitoring
R125,We talked about drug level monitoring and its importance in clinical pharmacy. This is clearly a skill that requires practice and expertise. I will work on developing my TDM knowledge.,0,1,0,1,Therapeutic Drug Monitoring
R126,"This session covered electronic prescribing and its safety implications — the types of errors that are introduced by e-prescribing systems (auto-selection errors, incorrect drug-dose-route combinations, alert fatigue), the role of CPOE in preventing transcription errors, and the phenomenon of wrong-drug-selected-from-dropdown errors that have become more prevalent with EHR adoption. We reviewed a documented case of a patient who received methotrexate daily instead of weekly because the prescriber selected daily from the frequency dropdown without recognizing the error. We also discussed how clinical decision support (CDS) alerts are often designed to maximize sensitivity at the expense of specificity, resulting in high false-positive rates and alert fatigue. I expected EHR systems to be a straightforward safety improvement over paper prescribing, and this session disrupted that assumption. The idea that digital tools introduce new categories of error — while reducing old ones — requires me to be vigilant in ways I was not expecting. Alert fatigue in particular felt like a critical issue: if the system fires so many alerts that clinicians routinely override them without reading, the safety benefit is largely negated. I will never reflexively override a CDS alert at my rotation site. I will read each alert, understand why it fired, and document my reasoning for overriding or accepting the recommendation.",2,2,2,6,Electronic Prescribing Safety
R127,"In class today, we reviewed electronic prescribing safety, including CPOE-related error types, alert fatigue, wrong-drug selection errors, and the design principles of effective versus ineffective CDS. We watched a video example of a simulated e-prescribing error involving look-alike drug names in a dropdown menu and discussed how to systematically verify orders before verifying them in the pharmacy system. E-prescribing safety is important because pharmacists are often the final check on an order that was electronically generated — and we cannot assume the order is correct just because it came from an EHR. Understanding how these systems fail helps me approach order verification with the right level of skepticism. I will apply this by carefully verifying drug name, dose, route, frequency, and indication for every order I process during rotations.",2,2,1,5,Electronic Prescribing Safety
R128,"We covered e-prescribing safety in class today, including some error types and case studies. The discussion of alert fatigue was especially compelling to me because I have worked in a pharmacy where staff routinely clicked through alerts without reading them. I now understand the systemic reasons why this happens — poorly calibrated alerts with high false-positive rates — but I also recognize that this practice creates real risk. As a future pharmacist, I want to advocate for better-designed CDS in the systems I work with. During my rotations, I will read and respond thoughtfully to every alert I encounter and track how often I override versus accept recommendations, so I can reflect on my own alert behavior.",1,2,2,5,Electronic Prescribing Safety
R129,"Today we reviewed electronic prescribing safety, covering CPOE error types, alert design, and specific cases of wrong-drug selection errors in EHR systems. We discussed how the frequency and sensitivity of CDS alerts affects their clinical utility. E-prescribing introduces new categories of errors while reducing others, and pharmacists need to be aware of both. This is relevant to my future practice. I will be attentive to the limitations of CPOE systems during my rotations.",2,1,0,3,Electronic Prescribing Safety
R130,"We discussed electronic prescribing and its safety implications. We covered alert fatigue and the types of errors that can occur with EHR systems. Electronic prescribing is not fail-safe, and pharmacists need to understand its limitations to catch errors effectively. I will approach all electronic orders critically and not assume they are correct.",1,1,1,3,Electronic Prescribing Safety
R131,Today we went over some topics related to electronic prescribing. I will make sure to read alerts carefully and verify orders thoroughly at my rotation site.,0,0,1,1,Electronic Prescribing Safety
R132,We talked about computers and prescribing safety. It is important for pharmacists to understand how electronic systems work and where they can fail. I will pay attention to this during my rotations.,0,1,0,1,Electronic Prescribing Safety
R133,"Today's class provided an in-depth review of sterile compounding safety under USP 797, covering ISO classification for cleanrooms, pressure differentials for hazardous versus non-hazardous compounding areas, garbing requirements, aseptic technique principles, beyond-use date determination, and the environmental monitoring program. We also reviewed the ASHP Technical Assistance Bulletin on sterile compounding and discussed how failures in each of these components have contributed to contamination events and patient harm. I came into this class with some compounding lab experience and thought I understood the requirements fairly well. This session revealed how much I had been taking certain practices for granted — specifically how much the integrity of aseptic technique can be compromised by apparently minor lapses like incorrect positioning relative to the ISO 5 first-air zone, or briefly touching the needle shaft during transfer. The fact that contaminated sterile preparations can cause bloodstream infections and death with no visible indicator that anything is wrong makes this an area where there is no tolerance for compromise. Before my sterile compounding rotation, I will review the USP 797 standard in full, practice garbing and gowning technique independently until it is automatic, and observe the site's environmental monitoring program to understand how quality is verified in practice.",2,2,2,6,Sterile Compounding
R134,"In class today, we covered sterile compounding safety in detail — aseptic technique, ISO cleanroom classification, beyond-use dating, personnel training and competency testing, and the regulatory inspections that govern 503B outsourcing facilities. We reviewed documented contamination cases associated with the NECC outbreak and other sterile compounding failures, analyzing the specific technical and systemic failures that led to patient harm. Sterile compounding is a high-stakes skill that requires both technical precision and systemic safeguards. Understanding both the technique and the system makes me want to be someone who not only performs compounding correctly myself but also contributes to the quality oversight program at whatever site I work in. I will review USP 797 before my compounding rotation and ask to participate in any quality review activities during my placement.",2,2,1,5,Sterile Compounding
R135,"We discussed sterile compounding today, covering the key elements of USP 797 and some case examples of compounding failures. I have a strong personal motivation in this area because sterile compounding pharmacists are responsible for medications that are injected directly into patients — there is no intestinal absorption barrier, no second filter. A contaminated product goes directly into the bloodstream. Recognizing the gravity of that responsibility made this session feel very real. During my rotation, I will treat every step of sterile compounding — garbing, hood technique, beyond-use dating — as non-negotiable, and I will ask to observe media fill testing or endotoxin testing if those procedures are occurring during my placement.",1,2,2,5,Sterile Compounding
R136,"Today's session covered sterile compounding under USP 797, reviewing the cleanroom design requirements, garbing and gloving procedures, primary and secondary engineering controls, and beyond-use dating calculations. We also discussed the difference between low-risk and medium-risk compounding categories and the corresponding monitoring requirements. Sterile compounding is a technically demanding area with serious patient safety implications. I will review USP 797 and practice technique before any compounding work.",2,1,0,3,Sterile Compounding
R137,"We went over sterile compounding safety, including USP 797 standards, aseptic technique, and cleanroom requirements. The importance of following sterile compounding procedures was emphasized with case examples. Sterile compounding errors can cause life-threatening infections and other serious adverse events. I will take lab sessions seriously and follow all protocols when I have compounding opportunities.",1,1,1,3,Sterile Compounding
R138,Today we covered sterile compounding requirements. I will make sure to follow all aseptic technique procedures during any compounding labs and rotations.,0,0,1,1,Sterile Compounding
R139,We discussed sterile compounding and its safety requirements today. This is a high-risk area of pharmacy practice that requires careful attention to technique. I will learn more about USP 797.,0,1,0,1,Sterile Compounding
R140,"Today's class covered pharmacovigilance — the science and activities relating to the detection, assessment, understanding, and prevention of adverse drug reactions. We reviewed the FDA MedWatch program, the FAERS database, REMS programs and their structure, and the reporting obligations of healthcare professionals and manufacturers. We also discussed signal detection methods and how post-marketing surveillance has led to major drug withdrawals and label changes — including rofecoxib, troglitazone, and cisapride. I came into this session viewing adverse event reporting as a bureaucratic activity that rarely happens in community practice. Learning about how pharmacovigilance data has directly driven safety decisions — including the withdrawal of drugs that caused thousands of cardiovascular deaths before the signal was detected — completely changed this view. The reporting system is only as good as the data submitted to it, and underreporting by healthcare providers is a known, chronic problem. If I observe a suspected adverse drug reaction and do not report it, I am not just ignoring a form — I am withholding information that could protect future patients. During my rotations, I will report any suspected adverse drug reactions I observe using MedWatch, under the guidance of my preceptor, even if I am uncertain whether the drug is the cause. I will also ask my preceptors about REMS programs relevant to their practice setting and how they manage the associated requirements.",2,2,2,6,Pharmacovigilance
R141,"In class, we covered pharmacovigilance comprehensively, including the structure of the FDA's drug safety monitoring system, MedWatch and FAERS, REMS program design and obligations, and how post-marketing safety data informs labeling changes and market withdrawals. We reviewed the isotretinoin iPLED REMS program as a detailed example and discussed the practical workflow for prescribers and dispensing pharmacists. Pharmacovigilance matters because drug approval based on clinical trials cannot capture every safety risk — trials are too short, too small, and too controlled to detect rare or delayed adverse events. Post-marketing surveillance is the safety net, and pharmacists are in an excellent position to contribute to it. I want to be a pharmacist who actively reports adverse events. I will build adverse event reporting into my clinical workflow at rotations.",2,2,1,5,Pharmacovigilance
R142,"We discussed pharmacovigilance and adverse event reporting in class today. There were several case studies showing how post-marketing safety data has led to important changes. I work in a community pharmacy, and I am aware that ADR reporting is essentially non-existent in that setting despite how many patient interactions occur each day. This class made me think about how much safety data is being missed because community pharmacists — who talk to patients constantly about how they are tolerating their medications — are not systematically capturing and reporting what they observe. I want to be part of changing that norm. I will ask my preceptor about ADR reporting at my site, familiarize myself with the MedWatch form, and report at least one suspected adverse event during my rotation if an opportunity presents itself.",1,2,2,5,Pharmacovigilance
R143,"Today's session covered pharmacovigilance, including the MedWatch reporting program, FAERS database, REMS programs, and how post-marketing safety data is collected and used by the FDA. We reviewed specific REMS programs including iPLED for isotretinoin and the TIRF REMS for fentanyl products. Pharmacovigilance is an important public health responsibility and pharmacists are well positioned to contribute to the reporting system. I will learn more about MedWatch and REMS programs relevant to my rotation settings.",2,1,0,3,Pharmacovigilance
R144,"We covered pharmacovigilance in class today, including MedWatch reporting, REMS programs, and how post-marketing data contributes to drug safety. Adverse event reporting is a professional obligation that protects future patients, and pharmacists play an important role in the surveillance system. I will pay attention to possible adverse drug reactions at my internship and report them when appropriate.",1,1,1,3,Pharmacovigilance
R145,Today's class was about drug safety monitoring after drugs are approved. I will familiarize myself with the MedWatch form and ask my preceptor about adverse event reporting at my site.,0,0,1,1,Pharmacovigilance
R146,We discussed how drug safety continues to be monitored after approval. This is an important part of the pharmaceutical system and pharmacists have a role in it. I will learn more about reporting requirements.,0,1,0,1,Pharmacovigilance
R147,"Today we reviewed the ISMP high-alert medication list in detail, covering the full list of institutional and community-level high-alert drugs, the rationale for their classification, and the specific independent double-check policies used in hospital pharmacies for drugs like insulin drips, heparin infusions, and concentrated electrolytes. We practiced applying an independent double-check workflow in pairs using a simulation scenario. I remain uncertain about why this topic connects personally to me, but I can see the clinical importance clearly. I will apply the independent double-check procedure correctly for all high-alert medications at my hospital rotation.",2,0,2,4,High-Alert Medications
R148,"We covered drug-drug interactions in class, going through CYP450 and pharmacodynamic examples in some detail. My grandfather recently had a serious drug interaction that his cardiologist described as well-known but that was never caught by the pharmacy. That experience motivates me to be a more attentive pharmacist in this area. I still need to develop my technical knowledge of specific interactions more fully before I will feel confident applying this in practice.",1,2,0,3,Drug-Drug Interactions
R149,"In class today, we reviewed the entire medication reconciliation workflow from admission to discharge, including BPMH collection methods, discrepancy categories, and Joint Commission standards. We practiced completing a BPMH using a patient vignette with an intentionally incomplete medication history. I understand this is a high-value pharmacist activity but have not yet connected it strongly to my personal practice goals. I will ask to conduct a supervised reconciliation interview during my hospital rotation.",2,0,1,3,Medication Reconciliation
R150,"We reviewed anticoagulation safety in class, including DOAC and warfarin management, INR monitoring, and reversal agents. My aunt was hospitalized last year after a warfarin-related bleed that I now believe was related to inconsistent INR monitoring and a dietary change that was never flagged by the pharmacy. That case made this topic feel very immediate. I am still developing my clinical knowledge base around the specifics of anticoagulation protocols. I will focus on developing this competency during my clinical rotation.",1,2,0,3,Anticoagulation Safety
R151,"In today's class, we reviewed a wide range of patient counseling frameworks, including the IHS Prime Questions, teach-back, and motivational interviewing for medication adherence. We also practiced counseling on high-risk medications in pairs and received peer feedback. I have not yet developed a strong personal connection to this topic in the context of my professional development, and I am not certain yet how I will approach counseling differently after this session.",2,0,0,2,Patient Counseling
R152,"Today we talked about the opioid epidemic and the pharmacist's role in harm reduction, including naloxone dispensing and PDMP use. I have a close family member whose life was saved by a naloxone kit that was available because a pharmacist had co-prescribed it without being asked. That experience gives me a deep sense of purpose around this topic. I am still learning the specifics of MME calculation and PDMP interpretation and am not yet confident in how I will apply them in practice.",0,2,0,2,Opioid Safety
